likeCount,dislikeCount,shareCount,commentCount,bookmarkCount,ratingValue,pageViews,clickEvents,scrollDepth,timeOnPage,sessionDuration,sessionCount,sentimentScore,feedbackCategory,deviceType,browserName,osName,screenResolution,networkType,locale,userTier,interestTags,ageRange,gender,funnelStage,cartItemsCount,abandonedCartFlag,abTestGroup,followerCount,followingCount,groupMemberships,mentionCount,community,like_per_comment,share_per_view,interaction_intensity,cluster,cluster_name,personalization_strategy
0.1448522535687672,-1.2944973513121911,0.6069923915461184,0.6519197447785048,-0.04725861900447732,0.26107753498373704,-0.02237464105709153,0.07386544902097017,1.0946552812147152,1.498245771632442,-0.6168949392355524,-1.5478922066905236,-0.2135636546831272,2,1,3,4,2,0,0,2,4,4,2,2,0.1016591994439201,False,2,1.036201724466517,-1.398743417622322,0.8484395244672223,-0.2961456860232478,1,0.2221933830489855,-27.128586778098736,1.3327775853455934,2,Technology,Exclusive videos and blogs
-0.6206021863170308,-0.6051906257989021,0.05378186674179923,-0.19218539590817946,-0.9618280973196329,0.08631514460704727,0.2864304034358134,0.6314720469617682,0.8153156283391714,-0.09665911047840046,-0.8457719181129509,0.3010335597957589,0.5331502669781297,1,2,3,4,3,0,1,0,1,2,0,0,-0.5939220488894368,True,2,-1.4837617677306392,-1.1610419544317019,-1.2884793798797896,1.611249766968605,2,3.2291849408450175,0.1877659148493686,0.4930685177953879,1,News,Community events and discussions
1.3206178571771325,1.3248682056383068,-0.6114712959975719,-1.0709797889518506,1.4652985951321262,0.8727459013021521,1.5799804231449819,0.962550964489117,1.3157991730745209,-1.1620837793313694,0.4555304506611361,-1.1212170298090738,1.6966347495665997,0,0,0,1,4,1,2,1,2,3,0,1,1.3189263840272947,False,1,-0.21401537723673567,0.9254486669081863,1.2620367317601922,-1.2671833711827365,1,-1.2330931645961296,-0.3870119446039884,-0.7199001204603055,2,Technology,Exclusive videos and blogs
-0.879201659251422,-1.535754705241842,-1.6198550374130396,0.004387034114747004,1.0080138559745484,0.5232211205487722,1.085892351956334,-0.9193713035610763,-0.6822552884658272,-1.6410253706800564,1.0749853180726145,0.5143711482364838,0.3247649865145231,0,1,2,2,1,3,1,1,1,2,2,2,1.4928216961106338,True,0,-1.1500507627816208,-0.03091745399910424,1.3309695996423538,-1.6833423791082318,2,-200.40912294162197,-1.4917270892411418,-2.534839306859369,0,Sports,Challenges and interactive activities
1.4723295479653087,-0.39839860814491546,0.1378138451930882,1.530714137822176,-1.4367007110601944,-1.3991651735948178,-0.6159665599156755,-1.0413477468606258,0.2100797137754933,-1.1932296742288915,-1.4178083837215696,0.7277087366772087,0.5157848269394958,0,2,2,1,3,2,1,0,4,4,2,2,-0.42002673680609753,False,2,-1.5211072498039893,-1.0380210217277843,0.09017797776344386,1.541889932314356,1,0.9618579404120916,-0.22373592035897957,0.6271802361546384,4,Creators,User-generated content and forums
-1.1757290548828572,-0.674121298350231,0.7890616781905778,-1.3716199760457382,0.23414737432326285,-0.0010660505812978079,-1.648747875386391,1.2065038510882162,0.6640066496982521,1.3254742037103389,0.3910580622449675,-1.050104500328832,-1.2902209370784279,1,0,3,3,3,2,2,1,2,3,1,0,0.44944982361059854,False,1,-0.9712035917514488,1.3042419342733558,1.2620367317601922,0.7095719164633656,1,0.8571828023913609,-0.4785823775546385,0.623945553233056,1,News,Community events and discussions
0.5275794735116661,0.4977001350223601,1.307258878640193,0.4784734829935696,1.4477107205491424,-0.5253532217113679,-1.5355193590723257,-0.30948908706332845,-1.6405454865249842,1.498245771632442,0.09406912463758442,-0.6234293234473823,0.2726686663986215,2,2,4,4,0,3,1,0,1,4,1,1,-0.5939220488894368,False,0,0.8768838422269958,-1.1228151109361342,1.3309695996423538,0.9176514204261131,2,1.1026305370380503,-0.8513464001065836,1.4762432745704341,2,Technology,Exclusive videos and blogs
0.7999709183358915,1.0836108517086556,0.33388846157942914,-0.6431456765490108,-0.4341918598301201,-0.9622591976530929,-0.6159665599156755,-1.1807493963458253,-1.6172671821186893,1.0839466036559702,-1.1899712820766897,0.4432586187562422,0.9672862679439768,0,1,2,4,1,3,2,1,3,0,0,0,-1.2895032972227936,False,2,0.7312707240510894,0.15326642829772133,-0.2544863616473645,0.8482915857718639,3,-1.2438409329413098,-0.5420561493226803,-1.490006611315407,3,Gaming,More articles and tutorials
-0.634394158206865,1.255937533086978,0.07478986135462147,-0.14593305943219675,0.28691099807221415,0.6106023157371173,1.7240894439083376,-1.4247022829449245,-0.15461372192313327,-1.6557168305373782,0.4339010042247443,-0.2678666760461742,0.2379377863213537,1,0,1,1,3,1,0,0,2,2,0,0,1.3189263840272947,False,0,-0.7276014105206972,-1.4015235516947269,0.917372392349384,0.22405307388362117,1,4.347158626531889,0.04337933952259482,-1.4958454810225,3,Gaming,More articles and tutorials
-1.055049300846808,-1.2600320150365265,1.1321922568666745,-1.5103769854736864,-0.5924827310769739,1.4844142676205672,1.6005674261111755,0.6663224593330681,-1.0585878763676015,0.45750275533977336,-1.6022826047704133,-0.5523167939671407,-0.8387194960739469,0,2,3,1,2,2,1,0,0,4,2,2,-0.767817360972776,True,2,1.1955196067060379,-1.3938781829956135,0.2280437135277672,-1.4405829578183595,0,0.6985337508409678,0.7073692981604089,0.2881377307260562,0,Sports,Challenges and interactive activities
